ARTHROPODA SELECTA,ENTOMOLOGY - SCIE(Q4),,
Sugar Industry-Zuckerindustrie DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,"FOOD SCIENCE & TECHNOLOGY - SCIE(Q4) MATHEMATICS, APPLIED - SCIE(Q4); PHYSICS, MATHEMATICAL - SCIE(Q4)",,
Bangladesh Journal of Plant Taxonomy,PLANT SCIENCES - SCIE(Q4),,
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q4)",,
LITHOLOGY AND MINERAL RESOURCES,GEOLOGY - SCIE(Q4); GEOCHEMISTRY & GEOPHYSICS - SCIE(Q4); MINERALOGY - SCIE(Q4),,
ASIAN JOURNAL OF WOMENS STUDIES,WOMENS STUDIES - SSCI(Q4),,
ENGLISH HISTORICAL REVIEW,HISTORY - AHCI(N/A); HISTORY - SSCI(Q2),,
"Revista Internacional de Andrologia Lex Localis-Journal of Local Self-
Government","ANDROLOGY - SCIE(Q4)
PUBLIC ADMINISTRATION - SSCI(Q4); POLITICAL SCIENCE - SSCI(Q4)",,
SEMICONDUCTORS,"PHYSICS, CONDENSED MATTER - SCIE(Q4)",,
Asian and Pacific Migration Journal,DEMOGRAPHY - SSCI(Q4),,
"CROATICA CHEMICA ACTA
BULLETIN OF THE HISTORY OF MEDICINE","CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)
HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q3); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q3); HEALTH CARE SCIENCES & SERVICES -
SCIE(Q4)",,
PTERIDINES,"BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4);
BIOPHYSICS - SCIE(Q4)",,
Journal of Mathematics and Music,"MUSIC - AHCI(N/A); MATHEMATICS, INTERDISCIPLINARY
APPLICATIONS - SCIE(Q4)",,
"Anadolu Psikiyatri Dergisi-Anatolian
Journal of Psychiatry",PSYCHIATRY - SCIE(Q4),,
"JOURNAL OF THE KOREAN PHYSICAL
SOCIETY","PHYSICS, MULTIDISCIPLINARY - SCIE(Q4)",,
"Revista de la Union Matematica
Argentina","MATHEMATICS - SCIE(Q4); MATHEMATICS, APPLIED -
SCIE(Q4)",,
"BIJDRAGEN TOT DE TAAL- LAND- EN
VOLKENKUNDE",ASIAN STUDIES - AHCI(N/A); ANTHROPOLOGY - SSCI(Q4),,
Applied Mathematics-A Journal of Chinese Universities Series B,"MATHEMATICS, APPLIED - SCIE(Q4)",,
ANTHROPOZOOLOGICA,ARCHAEOLOGY - AHCI(N/A); ANTHROPOLOGY - SSCI(Q4),,
"Informes de la Construccion
ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q4)
PEDIATRICS - SCIE(Q4); OBSTETRICS & GYNECOLOGY - SCIE(Q4)",,
Diachronica,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
Applied Geophysics,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q4),,
SOCIOLOGISK FORSKNING,SOCIOLOGY - SSCI(Q4),,
"ACTA SCIENTIARUM-TECHNOLOGY
COMMUNIST AND POST-COMMUNIST STUDIES","MULTIDISCIPLINARY SCIENCES - SCIE(Q4)
INTERNATIONAL RELATIONS - SSCI(Q4); POLITICAL SCIENCE - SSCI(Q4)",,
Sylwan,FORESTRY - SCIE(Q4),,
Denver Law Review,LAW - SSCI(Q4),,
COMPARATIVE PARASITOLOGY,ZOOLOGY - SCIE(Q4); PARASITOLOGY - SCIE(Q4),,
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,"MEDICINE, GENERAL & INTERNAL - SCIE(Q4)",,
JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,PALEONTOLOGY - SCIE(Q4),,
Notre Dame Journal of Formal Logic,PHILOSOPHY - AHCI(N/A); LOGIC - SCIE(Q3); MATHEMATICS - SCIE(Q4),,
Revista Brasileira de Medicina do Esporte INTERNATIONAL JOURNAL OF LEXICOGRAPHY,SPORT SCIENCES - SCIE(Q4); PHYSIOLOGY - SCIE(Q4) LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q4),,
CALIFORNIA FISH AND GAME,ZOOLOGY - SCIE(Q4); FISHERIES - SCIE(Q4),,
Egitim ve Bilim-Education and Science,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),,
Materiali in Tehnologije,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q4); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",,
MATHEMATICAL NOTES,MATHEMATICS - SCIE(Q4),,
"NATIONAL ACADEMY SCIENCE LETTERS-
INDIA",MULTIDISCIPLINARY SCIENCES - SCIE(Q4),,
Geofisica Internacional,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q4),,
"BULLETIN OF THE EUROPEAN
ASSOCIATION OF FISH PATHOLOGISTS","MARINE & FRESHWATER BIOLOGY - SCIE(Q4); FISHERIES -
SCIE(Q4)",,
INTERNATIONAL JOURNAL OF GAME,"STATISTICS & PROBABILITY - SCIE(Q4); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q4); MATHEMATICS,
INTERDISCIPLINARY APPLICATIONS - SCIE(Q4); ECONOMICS -",,
THEORY,SSCI(Q4),,
"PACIFIC JOURNAL OF MATHEMATICS
Geomorphologie-Relief Processus Environnement","MATHEMATICS - SCIE(Q4)
GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4); GEOGRAPHY, PHYSICAL - SCIE(Q4)",,
"International Journal of Law Policy and
the Family",LAW - SSCI(Q4); FAMILY STUDIES - SSCI(Q4),,
Journal of Derivatives,"BUSINESS, FINANCE - SSCI(Q4)",,
"FEDERAL RESERVE BANK OF ST LOUIS
REVIEW","BUSINESS, FINANCE - SSCI(Q4); ECONOMICS - SSCI(Q4)",,
International Insolvency Review,"BUSINESS, FINANCE - SSCI(Q4); LAW - SSCI(Q4)",,
Teknik Dergi,"ENGINEERING, CIVIL - SCIE(Q4)",,
DOKLADY CHEMISTRY,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",,
"INVESTIGACION CLINICA
TECHNOLOGY AND CULTURE","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q4)
HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q3); HISTORY & PHILOSOPHY
OF SCIENCE - SCIE(Q3)",,
Journal of Operational Risk,"BUSINESS, FINANCE - SSCI(Q4)",,
"REVISTA DE LA SOCIEDAD
ENTOMOLOGICA ARGENTINA",ENTOMOLOGY - SCIE(Q4),,
Journal of the History of the,HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q3);,,
Neurosciences,NEUROSCIENCES - SCIE(Q4),,
Cytology and Genetics,GENETICS & HEREDITY - SCIE(Q4),,
Theory and Applications of Categories,"MATHEMATICS, APPLIED - SCIE(Q4); MATHEMATICS -
SCIE(Q4)",,
CONCEPTS IN MAGNETIC RESONANCE,"SPECTROSCOPY - SCIE(Q4); CHEMISTRY, PHYSICAL - SCIE(Q4); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING -
SCIE(Q4); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL -",,
PART A,SCIE(Q4),,
TECHNICAL PHYSICS LETTERS,"PHYSICS, APPLIED - SCIE(Q4)",,
QUARTERLY JOURNAL OF MATHEMATICS,MATHEMATICS - SCIE(Q4),,
Nauplius,"MARINE & FRESHWATER BIOLOGY - SCIE(Q4); ZOOLOGY -
SCIE(Q4)",,
Current Proteomics,"BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4);
BIOCHEMICAL RESEARCH METHODS - SCIE(Q4)",,
Journal of Modern Dynamics,"MATHEMATICS - SCIE(Q4); MATHEMATICS, APPLIED -
SCIE(Q4)",,
"MAIN GROUP CHEMISTRY
Journal of African Media Studies","CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)
FILM, RADIO, TELEVISION - AHCI(N/A); CULTURAL STUDIES - AHCI(N/A); CULTURAL STUDIES - SSCI(Q3);
COMMUNICATION - SSCI(Q4)",,
Journal of Topology and Analysis,MATHEMATICS - SCIE(Q4),,
"JOURNAL OF AVIAN MEDICINE AND
SURGERY",VETERINARY SCIENCES - SCIE(Q4),,
IEEE ANNALS OF THE HISTORY OF,"HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY &
PHILOSOPHY OF SCIENCE - SCIE(Q3); COMPUTER SCIENCE,",,
COMPUTING,THEORY & METHODS - SCIE(Q4),,
Journal of Energy in Southern Africa,ENERGY & FUELS - SCIE(Q4),,
"JOURNAL OF THE AMERICAN
POMOLOGICAL SOCIETY",AGRONOMY - SCIE(Q4); HORTICULTURE - SCIE(Q4),,
MANUSCRIPTA MATHEMATICA,MATHEMATICS - SCIE(Q4),,
Journal of the Southern African Institute of Mining and Metallurgy,MINING & MINERAL PROCESSING - SCIE(Q4); METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q4),,
Clinical Case Studies,"PSYCHOLOGY, CLINICAL - SSCI(Q4); PSYCHIATRY - SSCI(Q4)",,
NEGOTIATION JOURNAL,"MANAGEMENT - SSCI(Q4); SOCIAL SCIENCES,
INTERDISCIPLINARY - SSCI(Q4)",,
DISCRETE & COMPUTATIONAL,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q4);",,
GEOMETRY,MATHEMATICS - SCIE(Q4),,
Lithuanian Journal of Physics,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q4)",,
NEUROENDOCRINOLOGY LETTERS,"ENDOCRINOLOGY & METABOLISM - SCIE(Q4);
NEUROSCIENCES - SCIE(Q4)",,
JOURNAL OF GROUP THEORY,MATHEMATICS - SCIE(Q4),,
PSYCHIATRIC ANNALS,PSYCHIATRY - SSCI(Q4),,
Chemija,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",,
"JOURNAL OF CERAMIC PROCESSING
RESEARCH","MATERIALS SCIENCE, CERAMICS - SCIE(Q4)",,
Revista Chilena de Infectologia,INFECTIOUS DISEASES - SCIE(Q4),,
REVISTA MEXICANA DE PSICOLOGIA,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",,
"Ankara Universitesi Veteriner Fakultesi
Dergisi",VETERINARY SCIENCES - SCIE(Q4),,
Journal of Hyperbolic Differential,"PHYSICS, MATHEMATICAL - SCIE(Q4); MATHEMATICS,",,
Equations,APPLIED - SCIE(Q4),,
SOCIOLOGIA,SOCIOLOGY - SSCI(Q4),,
JOURNAL OF SYMBOLIC LOGIC,LOGIC - SCIE(Q3); MATHEMATICS - SCIE(Q4),,
KLINISCHE NEUROPHYSIOLOGIE,"CLINICAL NEUROLOGY - SCIE(Q4); PHYSIOLOGY - SCIE(Q4);
NEUROIMAGING - SCIE(Q4)",,
Romanian Agricultural Research,AGRONOMY - SCIE(Q4),,
"ARCHIVES OF METALLURGY AND
MATERIALS",METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q4),,
"Kafkas Universitesi Veteriner Fakultesi
Dergisi",VETERINARY SCIENCES - SCIE(Q4),,
"INTERNATIONAL JOURNAL OF
INDUSTRIAL ENGINEERING-THEORY","ENGINEERING, INDUSTRIAL - SCIE(Q4); ENGINEERING,",,
APPLICATIONS AND PRACTICE,MANUFACTURING - SCIE(Q4),,
BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,MATHEMATICS - SCIE(Q4),,
TAPPI JOURNAL,"MATERIALS SCIENCE, PAPER & WOOD - SCIE(Q4)",,
DOKLADY EARTH SCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4)",,
"RUSSIAN JOURNAL OF HERPETOLOGY
International Journal of Acoustics and Vibration","ZOOLOGY - SCIE(Q4)
MECHANICS - SCIE(Q4); ENGINEERING, MECHANICAL - SCIE(Q4); ACOUSTICS - SCIE(Q4)",,
LABOR HISTORY,"HISTORY - AHCI(N/A); HISTORY OF SOCIAL SCIENCES -
SSCI(Q3); INDUSTRIAL RELATIONS & LABOR - SSCI(Q4)",,
Cepal Review,ECONOMICS - SSCI(Q4),,
"COLLOQUIUM MATHEMATICUM
ITEA-Informacion Tecnica Economica Agraria","MATHEMATICS - SCIE(Q4)
AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q4); AGRONOMY - SCIE(Q4)",,
POLITICA Y GOBIERNO,POLITICAL SCIENCE - SSCI(Q4),,
PALEONTOLOGICAL RESEARCH,PALEONTOLOGY - SCIE(Q4),,
CIENCIA FLORESTAL,FORESTRY - SCIE(Q4),,
Planning Perspectives,"ARCHITECTURE - AHCI(N/A); HISTORY - AHCI(N/A); HISTORY
OF SOCIAL SCIENCES - SSCI(Q3)",,
Revista Romana de Materiale-Romanian Journal of Materials,"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q4); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",,
PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,MATHEMATICS - SCIE(Q4),,
"Asian Journal of WTO & International
Health Law and Policy","HEALTH POLICY & SERVICES - SSCI(Q4); LAW - SSCI(Q4);
INTERNATIONAL RELATIONS - SSCI(Q4)",,
"Scripta Nova-Revista Electronica de
Geografia y Ciencias Sociales",GEOGRAPHY - SSCI(Q4),,
Journal of Historical Pragmatics,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
CANDOLLEA,PLANT SCIENCES - SCIE(Q4),,
Journal of Hematopathology,HEMATOLOGY - SCIE(Q4); PATHOLOGY - SCIE(Q4),,
Iranian Journal of Pediatrics,PEDIATRICS - SCIE(Q4),,
"NEUES JAHRBUCH FUR MINERALOGIE-
ABHANDLUNGEN",MINERALOGY - SCIE(Q4),,
Indian Journal of Gender Studies,WOMENS STUDIES - SSCI(Q4),,
IEEE Pulse,"ENGINEERING, BIOMEDICAL - SCIE(Q4)",,
JOURNAL OF CONVEX ANALYSIS,MATHEMATICS - SCIE(Q4),,
"BULLETIN OF THE AUSTRALIAN
MATHEMATICAL SOCIETY",MATHEMATICS - SCIE(Q4),,
"UHOD-Uluslararasi Hematoloji-Onkoloji
Dergisi",ONCOLOGY - SCIE(Q4),,
AKCE International Journal of Graphs and Combinatorics,"MATHEMATICS - SCIE(Q4); MATHEMATICS, APPLIED - SCIE(Q4)",,
Journal of Cold War Studies,HISTORY - AHCI(N/A); HISTORY - SSCI(Q2); INTERNATIONAL RELATIONS - SSCI(Q4); POLITICAL SCIENCE - SSCI(Q4),,
TOHOKU MATHEMATICAL JOURNAL,MATHEMATICS - SCIE(Q4),,
FRESENIUS ENVIRONMENTAL BULLETIN,ENVIRONMENTAL SCIENCES - SCIE(Q4),,
Rocznik Ochrona Srodowiska,ENVIRONMENTAL SCIENCES - SCIE(Q4),,
Ambix,"HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY &
PHILOSOPHY OF SCIENCE - SCIE(Q3)",,
COMMUNICATIONS IN ALGEBRA,MATHEMATICS - SCIE(Q4),,
"Revista MVZ Cordoba
Journal of Logic Language and","AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q4) PHILOSOPHY - AHCI(N/A); LANGUAGE & LINGUISTICS -
AHCI(N/A); LOGIC - SCIE(Q3); COMPUTER SCIENCE,",,
Information,ARTIFICIAL INTELLIGENCE - SCIE(Q4),,
"MATHEMATICAL STRUCTURES IN
COMPUTER SCIENCE","COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q4)",,
Russian Physics Journal,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q4)",,
THEORY OF COMPUTING SYSTEMS,"MATHEMATICS - SCIE(Q4); COMPUTER SCIENCE, THEORY &
METHODS - SCIE(Q4)",,
Icelandic Agricultural Sciences,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q4)",,
"Reports on Mathematical Logic
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES","LOGIC - SCIE(Q3); MATHEMATICS - SCIE(Q4)  ENGINEERING, MULTIDISCIPLINARY - SCIE(Q4); MATERIALS
SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",,
CT&F-Ciencia Tecnologia y Futuro,"ENGINEERING, PETROLEUM - SCIE(Q4); ENERGY & FUELS -
SCIE(Q4)",,
New York Journal of Mathematics,MATHEMATICS - SCIE(Q4),,
Journal of Friction and Wear,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4);
ENGINEERING, MECHANICAL - SCIE(Q4)",,
"JOURNAL OF TRANSPORT ECONOMICS
AND POLICY",TRANSPORTATION - SSCI(Q4); ECONOMICS - SSCI(Q4),,
"International Journal of AEROSPACE
Psychology","PSYCHOLOGY, APPLIED - SSCI(Q4)",,
STOCHASTIC MODELS,STATISTICS & PROBABILITY - SCIE(Q4),,
HERZOGIA,PLANT SCIENCES - SCIE(Q4),,
FOLIA LINGUISTICA,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q4),,
Theology and Science,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); RELIGION - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q3),,
"Economics of Transition and Institutional
Change",ECONOMICS - SSCI(Q4),,
Notarzt,EMERGENCY MEDICINE - SCIE(Q4),,
Mitochondrial DNA Part B-Resources,GENETICS & HEREDITY - SCIE(Q4),,
Hydrologie und Wasserbewirtschaftung,WATER RESOURCES - SCIE(Q4),,
"SPECTROSCOPY AND SPECTRAL ANALYSIS
International Journal of the History of Sport","SPECTROSCOPY - SCIE(Q4)
HISTORY - AHCI(N/A); HISTORY - SSCI(Q2); HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q4)",,
Journal of French Language Studies,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
CIENCIAS MARINAS,MARINE & FRESHWATER BIOLOGY - SCIE(Q4),,
"Transinformacao
ASHRAE JOURNAL","INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q4) ENGINEERING, MECHANICAL - SCIE(Q4); THERMODYNAMICS - SCIE(Q4); CONSTRUCTION & BUILDING TECHNOLOGY -
SCIE(Q4)",,
"PESQUISA VETERINARIA BRASILEIRA
Signs and Society","VETERINARY SCIENCES - SCIE(Q4)
HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A); LINGUISTICS - SSCI(Q4); COMMUNICATION - SSCI(Q4); ANTHROPOLOGY -
SSCI(Q4)",,
Asian-Pacific Economic Literature,ECONOMICS - SSCI(Q4),,
Pacific Focus,"INTERNATIONAL RELATIONS - SSCI(Q4); AREA STUDIES -
SSCI(Q4)",,
Puerto Rico Health Sciences Journal,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH -
SCIE(Q4)",,
ENDEAVOUR,"HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q3);
MULTIDISCIPLINARY SCIENCES - SCIE(Q4)",,
IEICE TRANSACTIONS ON,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q4);",,
COMMUNICATIONS,TELECOMMUNICATIONS - SCIE(Q4),,
LIBRARY JOURNAL,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q4),,
Madera y Bosques,FORESTRY - SCIE(Q4),,
"TURKISH JOURNAL OF VETERINARY &
ANIMAL SCIENCES",VETERINARY SCIENCES - SCIE(Q4),,
"PRAXIS DER KINDERPSYCHOLOGIE UND
KINDERPSYCHIATRIE","PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4); PSYCHIATRY -
SSCI(Q4)",,
China Petroleum Processing &,"ENGINEERING, CHEMICAL - SCIE(Q4); ENGINEERING,",,
Petrochemical Technology,PETROLEUM - SCIE(Q4); ENERGY & FUELS - SCIE(Q4),,
Semina-Ciencias Agrarias,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q4)",,
Review of Cognitive Linguistics,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
INDIAN JOURNAL OF FISHERIES,FISHERIES - SCIE(Q4),,
Asian Journal of Mathematics,"MATHEMATICS - SCIE(Q4); MATHEMATICS, APPLIED -
SCIE(Q4)",,
Journal of Hard Tissue Biology,"ENGINEERING, BIOMEDICAL - SCIE(Q4)",,
Estudios Atacamenos,"ARCHAEOLOGY - AHCI(N/A); HISTORY - AHCI(N/A); HISTORY -
SSCI(Q2); ANTHROPOLOGY - SSCI(Q4)",,
HISTORY OF THE HUMAN SCIENCES,"HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q3); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q3); HISTORY OF SOCIAL SCIENCES -
SSCI(Q3)",,
Logical Methods in Computer Science,"LOGIC - SCIE(Q4); COMPUTER SCIENCE, THEORY & METHODS
- SCIE(Q4)",,
"University of Pennsylvania Journal of
International Law",LAW - SSCI(Q4),,
ACTA ARITHMETICA,MATHEMATICS - SCIE(Q4),,
Operators and Matrices,MATHEMATICS - SCIE(Q4),,
"FUNDAMENTA MATHEMATICAE
RIDE-The Journal of Applied Theatre and Performance","MATHEMATICS - SCIE(Q4)
THEATER - AHCI(N/A); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4)",,
ESTUDIOS GEOLOGICOS-MADRID,GEOLOGY - SCIE(Q4),,
Social Influence,"PSYCHOLOGY, SOCIAL - SSCI(Q4)",,
Representation Theory,MATHEMATICS - SCIE(Q4),,
JOURNAL OF CONCHOLOGY,"MARINE & FRESHWATER BIOLOGY - SCIE(Q4); ZOOLOGY -
SCIE(Q4)",,
Journal of Germanic Linguistics,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
Fruits,HORTICULTURE - SCIE(Q4),,
TOPOLOGY AND ITS APPLICATIONS,"MATHEMATICS - SCIE(Q4); MATHEMATICS, APPLIED -
SCIE(Q4)",,
"Range Management and Agroforestry
Journal of the History of Economic","AGRONOMY - SCIE(Q4)
HISTORY - AHCI(N/A); HISTORY - SSCI(Q2); HISTORY OF",,
Thought,SOCIAL SCIENCES - SSCI(Q3),,
CONSTRAINTS,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q4); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q4)",,
Language Matters,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
"JOURNAL OF CHEMICAL
CRYSTALLOGRAPHY",SPECTROSCOPY - SCIE(Q4); CRYSTALLOGRAPHY - SCIE(Q4),,
PSIKHOLOGICHESKII ZHURNAL,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",,
"JOURNAL OF ENTOMOLOGICAL SCIENCE
LAW PROBABILITY & RISK","ENTOMOLOGY - SCIE(Q4)
STATISTICS & PROBABILITY - SCIE(Q4); SOCIAL SCIENCES,
MATHEMATICAL METHODS - SSCI(Q4); MATHEMATICS - SCIE(Q4); LAW - SSCI(Q4)",,
ACTA PROTOZOOLOGICA,MICROBIOLOGY - SCIE(Q4),,
Universitas Psychologica,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",,
LINGUISTIC REVIEW,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
"Journal of Homeland Security and
Emergency Management",PUBLIC ADMINISTRATION - SSCI(Q4),,
"TIERAERZTLICHE PRAXIS AUSGABE
GROSSTIERE NUTZTIERE",VETERINARY SCIENCES - SCIE(Q4),,
ADVANCES IN COMPLEX SYSTEMS,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4); MULTIDISCIPLINARY SCIENCES - SCIE(Q4)",,
Rivista Italiana delle Sostanze Grasse,FOOD SCIENCE & TECHNOLOGY - SCIE(Q4),,
HISTORY OF PSYCHIATRY,"HISTORY OF SOCIAL SCIENCES - SSCI(Q3); PSYCHIATRY -
SSCI(Q4)",,
Anthropology Southern Africa,ANTHROPOLOGY - SSCI(Q4),,
Pacific Journal of Optimization,"OPERATIONS RESEARCH & MANAGEMENT SCIENCE -
SCIE(Q4); MATHEMATICS, APPLIED - SCIE(Q4)",,
"Mechanika
International Journal of Arts Management","MECHANICS - SCIE(Q4)
HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A); MANAGEMENT - SSCI(Q4)",,
"ARCHIV DER MATHEMATIK
JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY","MATHEMATICS - SCIE(Q4)
IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE(Q4)",,
"ANNALES BOTANICI FENNICI
TOPIA-Canadian Journal of Cultural Studies","PLANT SCIENCES - SCIE(Q4)
CULTURAL STUDIES - AHCI(N/A); CULTURAL STUDIES - SSCI(Q3)",,
Australian Journal of Linguistics,"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS -
SSCI(Q4)",,
Korean Economic Review,ECONOMICS - SSCI(Q4),,
ECOLOGY LAW QUARTERLY,ENVIRONMENTAL STUDIES - SSCI(Q4); LAW - SSCI(Q4),,
Journal of Web Engineering,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q4); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",,
Botanica Serbica,PLANT SCIENCES - SCIE(Q4),,
AFRICAN ENTOMOLOGY,ENTOMOLOGY - SCIE(Q4),,
GLASGOW MATHEMATICAL JOURNAL,MATHEMATICS - SCIE(Q4),,
Journal of Commutative Algebra,MATHEMATICS - SCIE(Q4),,
"Zeitschrift fur Sportpsychologie
OPEN SYSTEMS & INFORMATION DYNAMICS","PSYCHOLOGY, APPLIED - SSCI(Q4)
PHYSICS, MATHEMATICAL - SCIE(Q4); STATISTICS & PROBABILITY - SCIE(Q4)",,
"Journal of Evidence-Based
Psychotherapies","PSYCHOLOGY, CLINICAL - SSCI(Q4)",,
"INTERNATIONAL JOURNAL OF
ENVIRONMENT AND POLLUTION",ENVIRONMENTAL SCIENCES - SCIE(Q4),,
"PROCEEDINGS OF THE BIOLOGICAL
SOCIETY OF WASHINGTON",BIOLOGY - SCIE(Q4),,
Journal of Animal and Plant Sciences-JAPS,"VETERINARY SCIENCES - SCIE(Q4); AGRICULTURE,
MULTIDISCIPLINARY - SCIE(Q4)",,
PSYCHOTHERAPEUT,"PSYCHOLOGY, CLINICAL - SSCI(Q4)",,
Topics in Applied Physics,"PHYSICS, APPLIED - SCIE(Q4)",,
Contributions to Discrete Mathematics,MATHEMATICS - SCIE(Q4),,
ANASTHESIOLOGIE & INTENSIVMEDIZIN,CRITICAL CARE MEDICINE - SCIE(Q4); ANESTHESIOLOGY - SCIE(Q4),,
International Journal of Heavy Vehicle,"ENGINEERING, MECHANICAL - SCIE(Q4); TRANSPORTATION",,
Systems,SCIENCE & TECHNOLOGY - SCIE(Q4),,
Progress in Nutrition,NUTRITION & DIETETICS - SCIE(Q4),,
FISH PATHOLOGY,VETERINARY SCIENCES - SCIE(Q4); FISHERIES - SCIE(Q4),,
METAL SCIENCE AND HEAT TREATMENT,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q4),,
PHYSICS TEACHER,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q4); EDUCATION,
SCIENTIFIC DISCIPLINES - SCIE(Q4)",,
